x1,x2,x3,y
0.7716291969926184,0.4680773780825087,0.6496627079459436,0.6024868341863523
0.73245171353697,0.481798868478587,0.7649866489769799,0.6189944086976591
0.08758457352787925,0.8675550243938048,0.3391344006485892,0.45542890617982484
0.3958743483313845,0.2208227329695049,0.7400955334685879,0.31761068229853257
0.8671461890964098,0.4579485067046225,0.4688721720490037,0.7066217590933022
0.3542473841505912,0.3970118575399786,0.3672266910201959,0.4850649154935248
0.6021480718164517,0.5699625121688031,0.24100761234842866,0.7435927709305165
0.7340973424557788,0.5320509041329664,0.8980794869221329,0.5589373451656839
0.5545099757815244,0.40235286711065604,0.4296369022072455,0.5433240528694763
0.5654593137934052,0.11237147192869776,0.7488001434265329,0.35762991240851355
0.11218695121569738,0.08760635753712757,0.6078636195505468,0.08189287563974972
0.3460744177273092,0.8202585779317707,0.277937523367119,0.585283331997592
0.5214983035072277,0.704096709100595,0.6261568422739358,0.5552211058620508
0.22355349738907487,0.7103014713644509,0.4379297261296359,0.4807642893988042
0.7497717788261975,0.8073427311713004,0.1933066121589698,0.8801023460118825
0.41954881039290964,0.18500056890649816,0.2783161184017954,0.391010796108594
0.7249888808621902,0.5361771122751335,0.2712403678975919,0.7365004976931147
0.8099552039499094,0.13000963238152807,0.6291180568906588,0.5496321579667566
0.2597975094834361,0.0579291578842309,0.4869519006515582,0.24686228701854543
0.0033410602052484496,0.5443284761572923,0.6356658421841351,0.23048025480803122
0.33729591540484766,0.5841398447901008,0.9643083497132875,0.37309872432715907
0.3009172196178672,0.9501099137319958,0.12076940355578378,0.6967220572723838
0.14714980255510657,0.4509902469474073,0.029147093001304945,0.38809122952940983
0.8983710029702145,0.23891453268323326,0.8074679072698553,0.610340001541231
0.9202072247164043,0.7664450351258014,0.03781697902274705,0.9849913658102618
0.8643752950280804,0.7169827439016381,0.5601361665084023,0.8089587477186492
0.6739262266111749,0.39028535518127283,0.4444949464055357,0.6395936679268941
0.06656821478247925,0.6903519470359173,0.9451419135901982,0.21342038695133914
0.2870025290201902,0.13745811544031092,0.43506073013488145,0.2833098035144347
0.03737647317278374,0.20294425694976803,0.39609103836411064,0.13558979726701523
0.8751466800665666,0.040651454591329565,0.4550421209571007,0.5575893547278246
0.6236278817464921,0.02996686172081147,0.1144608854319304,0.5623056900461487
0.0,0.25093634963279393,0.9325169641813488,0.0
0.2702415750384959,0.4576015908454114,0.11811855735814845,0.4506946069381967
0.647772871316764,0.43624581677338825,0.24903789661413947,0.6509533041409884
0.6432209924089028,0.0,0.7729607166141573,0.35387338327753065
0.1875839960725523,0.10146414338469045,0.2813024391109879,0.26204341689388483
0.4152291541111748,0.38389125431430665,0.8783180181277596,0.35985361880585975
0.8878868069680866,0.8975231263697099,0.34025322599951024,1.0
